C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:  0 SL:241
C5F5  A2 00     LDX #$00                        A:00 X:00 Y:00 P:24 SP:FD CYC:  9 SL:241
C5F7  86 00     STX $00 = 00                    A:00 X:00 Y:00 P:26 SP:FD CYC: 15 SL:241
C9A6  18        CLC                             A:9F X:00 Y:00 P:A5 SP:FB CYC:272 SL:246
C9A7  24 01     BIT $01 = FF                    A:9F X:00 Y:00 P:A4 SP:FB CYC:278 SL:246
C9A9  A9 00     LDA #$00                        A:9F X:00 Y:00 P:E4 SP:FB CYC:287 SL:246
C9AB  D0 09     BNE $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:293 SL:246
C9AD  30 07     BMI $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:299 SL:246
C9AF  50 05     BVC $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:305 SL:246
C9B1  B0 03     BCS $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:311 SL:246
C9B3  4C BA C9  JMP $C9BA                       A:00 X:00 Y:00 P:66 SP:FB CYC:317 SL:246
C9BA  EA        NOP                             A:00 X:00 Y:00 P:66 SP:FB CYC:326 SL:246
C9BB  24 01     BIT $01 = FF                    A:00 X:00 Y:00 P:66 SP:FB CYC:332 SL:246
C9BD  A9 40     LDA #$40                        A:00 X:00 Y:00 P:E6 SP:FB CYC:  0 SL:247
C9BF  C9 40     CMP #$40                        A:40 X:00 Y:00 P:64 SP:FB CYC:  6 SL:247
C9C1  30 09     BMI $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC: 12 SL:247
C9C3  90 07     BCC $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC: 18 SL:247
C9C5  D0 05     BNE $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC: 24 SL:247
C9C7  50 03     BVC $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC: 30 SL:247
C9C9  4C D0 C9  JMP $C9D0                       A:40 X:00 Y:00 P:67 SP:FB CYC: 36 SL:247
C9D0  EA        NOP                             A:40 X:00 Y:00 P:67 SP:FB CYC: 45 SL:247
C9D1  B8        CLV                             A:40 X:00 Y:00 P:67 SP:FB CYC: 51 SL:247
C9D2  C9 3F     CMP #$3F                        A:40 X:00 Y:00 P:27 SP:FB CYC: 57 SL:247
C9D4  F0 09     BEQ $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC: 63 SL:247
C9D6  30 07     BMI $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC: 69 SL:247
C9D8  90 05     BCC $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC: 75 SL:247
C9DA  70 03     BVS $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC: 81 SL:247
C9DC  4C E3 C9  JMP $C9E3                       A:40 X:00 Y:00 P:25 SP:FB CYC: 87 SL:247
C9E3  EA        NOP                             A:40 X:00 Y:00 P:25 SP:FB CYC: 96 SL:247
C9E4  C9 41     CMP #$41                        A:40 X:00 Y:00 P:25 SP:FB CYC:102 SL:247
C9E6  F0 07     BEQ $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:108 SL:247
C9E8  10 05     BPL $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:114 SL:247
C9EA  10 03     BPL $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:120 SL:247
C9EC  4C F3 C9  JMP $C9F3                       A:40 X:00 Y:00 P:A4 SP:FB CYC:126 SL:247
C9F3  EA        NOP                             A:40 X:00 Y:00 P:A4 SP:FB CYC:135 SL:247
C9F4  A9 80     LDA #$80                        A:40 X:00 Y:00 P:A4 SP:FB CYC:141 SL:247
C9F6  C9 00     CMP #$00                        A:80 X:00 Y:00 P:A4 SP:FB CYC:147 SL:247
C9F8  F0 07     BEQ $CA01                       A:80 X:00 Y:00 P:A5 SP:FB CYC:153 SL:247
C9FA  10 05     BPL $CA01                       A:80 X:00 Y:00 P:A5 SP:FB CYC:159 SL:247
C9FC  90 03     BCC $CA01                       A:80 X:00 Y:00 P:A5 SP:FB CYC:165 SL:247
C9FE  4C 05 CA  JMP $CA05                       A:80 X:00 Y:00 P:A5 SP:FB CYC:171 SL:247
CA05  EA        NOP                             A:80 X:00 Y:00 P:A5 SP:FB CYC:180 SL:247
CA06  C9 80     CMP #$80                        A:80 X:00 Y:00 P:A5 SP:FB CYC:186 SL:247
CA08  D0 07     BNE $CA11                       A:80 X:00 Y:00 P:27 SP:FB CYC:192 SL:247
CA0A  30 05     BMI $CA11                       A:80 X:00 Y:00 P:27 SP:FB CYC:198 SL:247
CA0C  90 03     BCC $CA11                       A:80 X:00 Y:00 P:27 SP:FB CYC:204 SL:247
CA0E  4C 15 CA  JMP $CA15                       A:80 X:00 Y:00 P:27 SP:FB CYC:210 SL:247
CA15  EA        NOP                             A:80 X:00 Y:00 P:27 SP:FB CYC:219 SL:247
CA16  C9 81     CMP #$81                        A:80 X:00 Y:00 P:27 SP:FB CYC:225 SL:247
CA18  B0 07     BCS $CA21                       A:80 X:00 Y:00 P:A4 SP:FB CYC:231 SL:247
CA1A  F0 05     BEQ $CA21                       A:80 X:00 Y:00 P:A4 SP:FB CYC:237 SL:247
CA1C  10 03     BPL $CA21                       A:80 X:00 Y:00 P:A4 SP:FB CYC:243 SL:247
CA1E  4C 25 CA  JMP $CA25                       A:80 X:00 Y:00 P:A4 SP:FB CYC:249 SL:247
CA25  EA        NOP                             A:80 X:00 Y:00 P:A4 SP:FB CYC:258 SL:247
CA26  C9 7F     CMP #$7F                        A:80 X:00 Y:00 P:A4 SP:FB CYC:264 SL:247
CA28  90 07     BCC $CA31                       A:80 X:00 Y:00 P:25 SP:FB CYC:270 SL:247
CA2A  F0 05     BEQ $CA31                       A:80 X:00 Y:00 P:25 SP:FB CYC:276 SL:247
CA2C  30 03     BMI $CA31                       A:80 X:00 Y:00 P:25 SP:FB CYC:282 SL:247
CA2E  4C 35 CA  JMP $CA35                       A:80 X:00 Y:00 P:25 SP:FB CYC:288 SL:247
CA35  EA        NOP                             A:80 X:00 Y:00 P:25 SP:FB CYC:297 SL:247
CA36  24 01     BIT $01 = FF                    A:80 X:00 Y:00 P:25 SP:FB CYC:303 SL:247
CA38  A0 40     LDY #$40                        A:80 X:00 Y:00 P:E5 SP:FB CYC:312 SL:247
CA3A  C0 40     CPY #$40                        A:80 X:00 Y:40 P:65 SP:FB CYC:318 SL:247
CA3C  D0 09     BNE $CA47                       A:80 X:00 Y:40 P:67 SP:FB CYC:324 SL:247
CA3E  30 07     BMI $CA47                       A:80 X:00 Y:40 P:67 SP:FB CYC:330 SL:247
CA40  90 05     BCC $CA47                       A:80 X:00 Y:40 P:67 SP:FB CYC:336 SL:247
CA42  50 03     BVC $CA47                       A:80 X:00 Y:40 P:67 SP:FB CYC:  1 SL:248
CA44  4C 4B CA  JMP $CA4B                       A:80 X:00 Y:40 P:67 SP:FB CYC:  7 SL:248
CA4B  EA        NOP                             A:80 X:00 Y:40 P:67 SP:FB CYC: 16 SL:248
CA4C  B8        CLV                             A:80 X:00 Y:40 P:67 SP:FB CYC: 22 SL:248
CA4D  C0 3F     CPY #$3F                        A:80 X:00 Y:40 P:27 SP:FB CYC: 28 SL:248
CA4F  F0 09     BEQ $CA5A                       A:80 X:00 Y:40 P:25 SP:FB CYC: 34 SL:248
CA51  30 07     BMI $CA5A                       A:80 X:00 Y:40 P:25 SP:FB CYC: 40 SL:248
CA53  90 05     BCC $CA5A                       A:80 X:00 Y:40 P:25 SP:FB CYC: 46 SL:248
CA55  70 03     BVS $CA5A                       A:80 X:00 Y:40 P:25 SP:FB CYC: 52 SL:248
CA57  4C 5E CA  JMP $CA5E                       A:80 X:00 Y:40 P:25 SP:FB CYC: 58 SL:248
CA5E  EA        NOP                             A:80 X:00 Y:40 P:25 SP:FB CYC: 67 SL:248
CA5F  C0 41     CPY #$41                        A:80 X:00 Y:40 P:25 SP:FB CYC: 73 SL:248
CA61  F0 07     BEQ $CA6A                       A:80 X:00 Y:40 P:A4 SP:FB CYC: 79 SL:248
CA63  10 05     BPL $CA6A                       A:80 X:00 Y:40 P:A4 SP:FB CYC: 85 SL:248
CA65  10 03     BPL $CA6A                       A:80 X:00 Y:40 P:A4 SP:FB CYC: 91 SL:248
CA67  4C 6E CA  JMP $CA6E                       A:80 X:00 Y:40 P:A4 SP:FB CYC: 97 SL:248
CA6E  EA        NOP                             A:80 X:00 Y:40 P:A4 SP:FB CYC:106 SL:248
CA6F  A0 80     LDY #$80                        A:80 X:00 Y:40 P:A4 SP:FB CYC:112 SL:248
CA71  C0 00     CPY #$00                        A:80 X:00 Y:80 P:A4 SP:FB CYC:118 SL:248
CA73  F0 07     BEQ $CA7C                       A:80 X:00 Y:80 P:A5 SP:FB CYC:124 SL:248
CA75  10 05     BPL $CA7C                       A:80 X:00 Y:80 P:A5 SP:FB CYC:130 SL:248
CA77  90 03     BCC $CA7C                       A:80 X:00 Y:80 P:A5 SP:FB CYC:136 SL:248
CA79  4C 80 CA  JMP $CA80                       A:80 X:00 Y:80 P:A5 SP:FB CYC:142 SL:248
CA80  EA        NOP                             A:80 X:00 Y:80 P:A5 SP:FB CYC:151 SL:248
CA81  C0 80     CPY #$80                        A:80 X:00 Y:80 P:A5 SP:FB CYC:157 SL:248
CA83  D0 07     BNE $CA8C                       A:80 X:00 Y:80 P:27 SP:FB CYC:163 SL:248
CA85  30 05     BMI $CA8C                       A:80 X:00 Y:80 P:27 SP:FB CYC:169 SL:248
CA87  90 03     BCC $CA8C                       A:80 X:00 Y:80 P:27 SP:FB CYC:175 SL:248
CA89  4C 90 CA  JMP $CA90                       A:80 X:00 Y:80 P:27 SP:FB CYC:181 SL:248
CA90  EA        NOP                             A:80 X:00 Y:80 P:27 SP:FB CYC:190 SL:248
CA91  C0 81     CPY #$81                        A:80 X:00 Y:80 P:27 SP:FB CYC:196 SL:248
CA93  B0 07     BCS $CA9C                       A:80 X:00 Y:80 P:A4 SP:FB CYC:202 SL:248
CA95  F0 05     BEQ $CA9C                       A:80 X:00 Y:80 P:A4 SP:FB CYC:208 SL:248
CA97  10 03     BPL $CA9C                       A:80 X:00 Y:80 P:A4 SP:FB CYC:214 SL:248
CA99  4C A0 CA  JMP $CAA0                       A:80 X:00 Y:80 P:A4 SP:FB CYC:220 SL:248
CAA0  EA        NOP                             A:80 X:00 Y:80 P:A4 SP:FB CYC:229 SL:248
CAA1  C0 7F     CPY #$7F                        A:80 X:00 Y:80 P:A4 SP:FB CYC:235 SL:248
CAA3  90 07     BCC $CAAC                       A:80 X:00 Y:80 P:25 SP:FB CYC:241 SL:248
CAA5  F0 05     BEQ $CAAC                       A:80 X:00 Y:80 P:25 SP:FB CYC:247 SL:248
CAA7  30 03     BMI $CAAC                       A:80 X:00 Y:80 P:25 SP:FB CYC:253 SL:248
CAA9  4C B0 CA  JMP $CAB0                       A:80 X:00 Y:80 P:25 SP:FB CYC:259 SL:248
CAB0  EA        NOP                             A:80 X:00 Y:80 P:25 SP:FB CYC:268 SL:248
CAB1  24 01     BIT $01 = FF                    A:80 X:00 Y:80 P:25 SP:FB CYC:274 SL:248
CAB3  A2 40     LDX #$40                        A:80 X:00 Y:80 P:E5 SP:FB CYC:283 SL:248
CAB5  E0 40     CPX #$40                        A:80 X:40 Y:80 P:65 SP:FB CYC:289 SL:248
CAB7  D0 09     BNE $CAC2                       A:80 X:40 Y:80 P:67 SP:FB CYC:295 SL:248
CAB9  30 07     BMI $CAC2                       A:80 X:40 Y:80 P:67 SP:FB CYC:301 SL:248
CABB  90 05     BCC $CAC2                       A:80 X:40 Y:80 P:67 SP:FB CYC:307 SL:248
CABD  50 03     BVC $CAC2                       A:80 X:40 Y:80 P:67 SP:FB CYC:313 SL:248
CABF  4C C6 CA  JMP $CAC6                       A:80 X:40 Y:80 P:67 SP:FB CYC:319 SL:248
CAC6  EA        NOP                             A:80 X:40 Y:80 P:67 SP:FB CYC:328 SL:248
CAC7  B8        CLV                             A:80 X:40 Y:80 P:67 SP:FB CYC:334 SL:248
CAC8  E0 3F     CPX #$3F                        A:80 X:40 Y:80 P:27 SP:FB CYC:340 SL:248
CACA  F0 09     BEQ $CAD5                       A:80 X:40 Y:80 P:25 SP:FB CYC:  5 SL:249
CACC  30 07     BMI $CAD5                       A:80 X:40 Y:80 P:25 SP:FB CYC: 11 SL:249
CACE  90 05     BCC $CAD5                       A:80 X:40 Y:80 P:25 SP:FB CYC: 17 SL:249
CAD0  70 03     BVS $CAD5                       A:80 X:40 Y:80 P:25 SP:FB CYC: 23 SL:249
CAD2  4C D9 CA  JMP $CAD9                       A:80 X:40 Y:80 P:25 SP:FB CYC: 29 SL:249
CAD9  EA        NOP                             A:80 X:40 Y:80 P:25 SP:FB CYC: 38 SL:249
CADA  E0 41     CPX #$41                        A:80 X:40 Y:80 P:25 SP:FB CYC: 44 SL:249
CADC  F0 07     BEQ $CAE5                       A:80 X:40 Y:80 P:A4 SP:FB CYC: 50 SL:249
CADE  10 05     BPL $CAE5                       A:80 X:40 Y:80 P:A4 SP:FB CYC: 56 SL:249
CAE0  10 03     BPL $CAE5                       A:80 X:40 Y:80 P:A4 SP:FB CYC: 62 SL:249
CAE2  4C E9 CA  JMP $CAE9                       A:80 X:40 Y:80 P:A4 SP:FB CYC: 68 SL:249
CAE9  EA        NOP                             A:80 X:40 Y:80 P:A4 SP:FB CYC: 77 SL:249
CAEA  A2 80     LDX #$80                        A:80 X:40 Y:80 P:A4 SP:FB CYC: 83 SL:249
CAEC  E0 00     CPX #$00                        A:80 X:80 Y:80 P:A4 SP:FB CYC: 89 SL:249
CAEE  F0 07     BEQ $CAF7                       A:80 X:80 Y:80 P:A5 SP:FB CYC: 95 SL:249
CAF0  10 05     BPL $CAF7                       A:80 X:80 Y:80 P:A5 SP:FB CYC:101 SL:249
CAF2  90 03     BCC $CAF7                       A:80 X:80 Y:80 P:A5 SP:FB CYC:107 SL:249
CAF4  4C FB CA  JMP $CAFB                       A:80 X:80 Y:80 P:A5 SP:FB CYC:113 SL:249
CAFB  EA        NOP                             A:80 X:80 Y:80 P:A5 SP:FB CYC:122 SL:249
CAFC  E0 80     CPX #$80                        A:80 X:80 Y:80 P:A5 SP:FB CYC:128 SL:249
CAFE  D0 07     BNE $CB07                       A:80 X:80 Y:80 P:27 SP:FB CYC:134 SL:249
CB00  30 05     BMI $CB07                       A:80 X:80 Y:80 P:27 SP:FB CYC:140 SL:249
CB02  90 03     BCC $CB07                       A:80 X:80 Y:80 P:27 SP:FB CYC:146 SL:249
CB04  4C 0B CB  JMP $CB0B                       A:80 X:80 Y:80 P:27 SP:FB CYC:152 SL:249
CB0B  EA        NOP                             A:80 X:80 Y:80 P:27 SP:FB CYC:161 SL:249
CB0C  E0 81     CPX #$81                        A:80 X:80 Y:80 P:27 SP:FB CYC:167 SL:249
CB0E  B0 07     BCS $CB17                       A:80 X:80 Y:80 P:A4 SP:FB CYC:173 SL:249
CB10  F0 05     BEQ $CB17                       A:80 X:80 Y:80 P:A4 SP:FB CYC:179 SL:249
CB12  10 03     BPL $CB17                       A:80 X:80 Y:80 P:A4 SP:FB CYC:185 SL:249
CB14  4C 1B CB  JMP $CB1B                       A:80 X:80 Y:80 P:A4 SP:FB CYC:191 SL:249
CB1B  EA        NOP                             A:80 X:80 Y:80 P:A4 SP:FB CYC:200 SL:249
CB1C  E0 7F     CPX #$7F                        A:80 X:80 Y:80 P:A4 SP:FB CYC:206 SL:249
CB1E  90 07     BCC $CB27                       A:80 X:80 Y:80 P:25 SP:FB CYC:212 SL:249
CB20  F0 05     BEQ $CB27                       A:80 X:80 Y:80 P:25 SP:FB CYC:218 SL:249
CB22  30 03     BMI $CB27                       A:80 X:80 Y:80 P:25 SP:FB CYC:224 SL:249
CB24  4C 2B CB  JMP $CB2B                       A:80 X:80 Y:80 P:25 SP:FB CYC:230 SL:249
CB2B  EA        NOP                             A:80 X:80 Y:80 P:25 SP:FB CYC:239 SL:249
CB2C  38        SEC                             A:80 X:80 Y:80 P:25 SP:FB CYC:245 SL:249
CB2D  B8        CLV                             A:80 X:80 Y:80 P:25 SP:FB CYC:251 SL:249
CB2E  A2 9F     LDX #$9F                        A:80 X:80 Y:80 P:25 SP:FB CYC:257 SL:249
CB30  F0 09     BEQ $CB3B                       A:80 X:9F Y:80 P:A5 SP:FB CYC:263 SL:249
CB32  10 07     BPL $CB3B                       A:80 X:9F Y:80 P:A5 SP:FB CYC:269 SL:249
CB34  70 05     BVS $CB3B                       A:80 X:9F Y:80 P:A5 SP:FB CYC:275 SL:249
CB36  90 03     BCC $CB3B                       A:80 X:9F Y:80 P:A5 SP:FB CYC:281 SL:249
CB38  4C 3F CB  JMP $CB3F                       A:80 X:9F Y:80 P:A5 SP:FB CYC:287 SL:249
CB3F  EA        NOP                             A:80 X:9F Y:80 P:A5 SP:FB CYC:296 SL:249
CB40  18        CLC                             A:80 X:9F Y:80 P:A5 SP:FB CYC:302 SL:249
CB41  24 01     BIT $01 = FF                    A:80 X:9F Y:80 P:A4 SP:FB CYC:308 SL:249
CB43  A2 00     LDX #$00                        A:80 X:9F Y:80 P:E4 SP:FB CYC:317 SL:249
CB45  D0 09     BNE $CB50                       A:80 X:00 Y:80 P:66 SP:FB CYC:323 SL:249
CB47  30 07     BMI $CB50                       A:80 X:00 Y:80 P:66 SP:FB CYC:329 SL:249
CB49  50 05     BVC $CB50                       A:80 X:00 Y:80 P:66 SP:FB CYC:335 SL:249
CB4B  B0 03     BCS $CB50                       A:80 X:00 Y:80 P:66 SP:FB CYC:  0 SL:250
CB4D  4C 54 CB  JMP $CB54                       A:80 X:00 Y:80 P:66 SP:FB CYC:  6 SL:250
CB54  EA        NOP                             A:80 X:00 Y:80 P:66 SP:FB CYC: 15 SL:250
CB55  38        SEC                             A:80 X:00 Y:80 P:66 SP:FB CYC: 21 SL:250
CB56  B8        CLV                             A:80 X:00 Y:80 P:67 SP:FB CYC: 27 SL:250
CB57  A0 9F     LDY #$9F                        A:80 X:00 Y:80 P:27 SP:FB CYC: 33 SL:250
CB59  F0 09     BEQ $CB64                       A:80 X:00 Y:9F P:A5 SP:FB CYC: 39 SL:250
CB5B  10 07     BPL $CB64                       A:80 X:00 Y:9F P:A5 SP:FB CYC: 45 SL:250
CB5D  70 05     BVS $CB64                       A:80 X:00 Y:9F P:A5 SP:FB CYC: 51 SL:250
CB5F  90 03     BCC $CB64                       A:80 X:00 Y:9F P:A5 SP:FB CYC: 57 SL:250
CB61  4C 68 CB  JMP $CB68                       A:80 X:00 Y:9F P:A5 SP:FB CYC: 63 SL:250
CB68  EA        NOP                             A:80 X:00 Y:9F P:A5 SP:FB CYC: 72 SL:250
CB69  18        CLC                             A:80 X:00 Y:9F P:A5 SP:FB CYC: 78 SL:250
CB6A  24 01     BIT $01 = FF                    A:80 X:00 Y:9F P:A4 SP:FB CYC: 84 SL:250
CB6C  A0 00     LDY #$00                        A:80 X:00 Y:9F P:E4 SP:FB CYC: 93 SL:250
CB6E  D0 09     BNE $CB79                       A:80 X:00 Y:00 P:66 SP:FB CYC: 99 SL:250
CB70  30 07     BMI $CB79                       A:80 X:00 Y:00 P:66 SP:FB CYC:105 SL:250
CB72  50 05     BVC $CB79                       A:80 X:00 Y:00 P:66 SP:FB CYC:111 SL:250
CB74  B0 03     BCS $CB79                       A:80 X:00 Y:00 P:66 SP:FB CYC:117 SL:250
CB76  4C 7D CB  JMP $CB7D                       A:80 X:00 Y:00 P:66 SP:FB CYC:123 SL:250
CB7D  EA        NOP                             A:80 X:00 Y:00 P:66 SP:FB CYC:132 SL:250
CB7E  A9 55     LDA #$55                        A:80 X:00 Y:00 P:66 SP:FB CYC:138 SL:250
CB80  A2 AA     LDX #$AA                        A:55 X:00 Y:00 P:64 SP:FB CYC:144 SL:250
CB82  A0 33     LDY #$33                        A:55 X:AA Y:00 P:E4 SP:FB CYC:150 SL:250
CB84  C9 55     CMP #$55                        A:55 X:AA Y:33 P:64 SP:FB CYC:156 SL:250
CB86  D0 23     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:162 SL:250
CB88  E0 AA     CPX #$AA                        A:55 X:AA Y:33 P:67 SP:FB CYC:168 SL:250
CB8A  D0 1F     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:174 SL:250
CB8C  C0 33     CPY #$33                        A:55 X:AA Y:33 P:67 SP:FB CYC:180 SL:250
CB8E  D0 1B     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:186 SL:250
CB90  C9 55     CMP #$55                        A:55 X:AA Y:33 P:67 SP:FB CYC:192 SL:250
CB92  D0 17     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:198 SL:250
CB94  E0 AA     CPX #$AA                        A:55 X:AA Y:33 P:67 SP:FB CYC:204 SL:250
CB96  D0 13     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:210 SL:250
CB98  C0 33     CPY #$33                        A:55 X:AA Y:33 P:67 SP:FB CYC:216 SL:250
CB9A  D0 0F     BNE $CBAB                       A:55 X:AA Y:33 P:67 SP:FB CYC:222 SL:250
CB9C  C9 56     CMP #$56                        A:55 X:AA Y:33 P:67 SP:FB CYC:228 SL:250
CB9E  F0 0B     BEQ $CBAB                       A:55 X:AA Y:33 P:E4 SP:FB CYC:234 SL:250
CBA0  E0 AB     CPX #$AB                        A:55 X:AA Y:33 P:E4 SP:FB CYC:240 SL:250
CBA2  F0 07     BEQ $CBAB                       A:55 X:AA Y:33 P:E4 SP:FB CYC:246 SL:250
CBA4  C0 34     CPY #$34                        A:55 X:AA Y:33 P:E4 SP:FB CYC:252 SL:250
CBA6  F0 03     BEQ $CBAB                       A:55 X:AA Y:33 P:E4 SP:FB CYC:258 SL:250
CBA8  4C AF CB  JMP $CBAF                       A:55 X:AA Y:33 P:E4 SP:FB CYC:264 SL:250
CBAF  A0 71     LDY #$71                        A:55 X:AA Y:33 P:E4 SP:FB CYC:273 SL:250
CBB1  20 31 F9  JSR $F931                       A:55 X:AA Y:71 P:64 SP:FB CYC:279 SL:250
F931  24 01     BIT $01 = FF                    A:55 X:AA Y:71 P:64 SP:F9 CYC:297 SL:250
F933  A9 40     LDA #$40                        A:55 X:AA Y:71 P:E4 SP:F9 CYC:306 SL:250
F935  38        SEC                             A:40 X:AA Y:71 P:64 SP:F9 CYC:312 SL:250
F936  60        RTS                             A:40 X:AA Y:71 P:65 SP:F9 CYC:318 SL:250
CBB4  E9 40     SBC #$40                        A:40 X:AA Y:71 P:65 SP:FB CYC:336 SL:250
CBB6  20 37 F9  JSR $F937                       A:00 X:AA Y:71 P:27 SP:FB CYC:  1 SL:251
F937  30 0B     BMI $F944                       A:00 X:AA Y:71 P:27 SP:F9 CYC: 19 SL:251
F939  90 09     BCC $F944                       A:00 X:AA Y:71 P:27 SP:F9 CYC: 25 SL:251
F93B  D0 07     BNE $F944                       A:00 X:AA Y:71 P:27 SP:F9 CYC: 31 SL:251
F93D  70 05     BVS $F944                       A:00 X:AA Y:71 P:27 SP:F9 CYC: 37 SL:251
F93F  C9 00     CMP #$00                        A:00 X:AA Y:71 P:27 SP:F9 CYC: 43 SL:251
F941  D0 01     BNE $F944                       A:00 X:AA Y:71 P:27 SP:F9 CYC: 49 SL:251
F943  60        RTS                             A:00 X:AA Y:71 P:27 SP:F9 CYC: 55 SL:251
CBB9  C8        INY                             A:00 X:AA Y:71 P:27 SP:FB CYC: 73 SL:251
CBBA  20 47 F9  JSR $F947                       A:00 X:AA Y:72 P:25 SP:FB CYC: 79 SL:251
F947  B8        CLV                             A:00 X:AA Y:72 P:25 SP:F9 CYC: 97 SL:251
